year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2013,First-line supervisors of production and operating workers,"Production, Transportation, and Material Moving",Production,802370,656622,145748,18.2,51796,54494.0,40815.0,74.89815392520278
2013,"Electrical, electronics, and electromechanical assemblers","Production, Transportation, and Material Moving",Production,116834,61800,55034,47.1,30144,31243.0,27385.0,87.65163396600839
2013,Miscellaneous assemblers and fabricators,"Production, Transportation, and Material Moving",Production,766770,484475,282295,36.8,30561,32026.0,26899.0,83.99113220508337
2013,Bakers,"Production, Transportation, and Material Moving",Production,131066,67099,63967,48.8,23666,26114.0,22040.0,84.39917285747109
2013,"Butchers and other meat, poultry, and fish processing workers","Production, Transportation, and Material Moving",Production,203134,154517,48617,23.9,26999,29333.0,22876.0,77.987249855112
2013,Food batchmakers,"Production, Transportation, and Material Moving",Production,56485,28317,28168,49.9,27131,31811.0,24268.0,76.28807645154193
2013,"Food processing workers, all other","Production, Transportation, and Material Moving",Production,95533,65550,29983,31.4,31292,32439.0,27983.0,86.2634483183822
2013,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,75234,61087,14147,18.8,31664,32671.0,26923.0,82.40641547549815
2013,Machinists,"Production, Transportation, and Material Moving",Production,330090,316382,13708,4.2,45163,45549.0,31887.0,70.00592768227622
2013,"Molders and molding machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,35447,29875,5572,15.7,36377,38294.0,30011.0,78.36997963127384
2013,"Welding, soldering, and brazing workers","Production, Transportation, and Material Moving",Production,488957,464041,24916,5.1,38137,39281.0,26893.0,68.46312466586899
2013,"Metal workers and plastic workers, all other","Production, Transportation, and Material Moving",Production,317561,249208,68353,21.5,32471,35514.0,26963.0,75.92217153798502
2013,Prepress technicians and workers,"Production, Transportation, and Material Moving",Production,23527,12712,10815,46.0,32464,38946.0,28806.0,73.96395008473272
2013,"Printing workers, except prepress technicians and workers","Production, Transportation, and Material Moving",Production,169498,135466,34032,20.1,34992,36916.0,26679.0,72.26947664969119
2013,Laundry and dry-cleaning workers,"Production, Transportation, and Material Moving",Production,111926,47034,64892,58.0,21137,24752.0,19203.0,77.58160956690368
2013,"Pressers, textile, garment, and related materials","Production, Transportation, and Material Moving",Production,25595,10309,15286,59.7,21701,27268.0,20168.0,73.9621534399296
2013,Sewing machine operators,"Production, Transportation, and Material Moving",Production,134443,36754,97689,72.7,20788,22855.0,20430.0,89.38963027783855
2013,"Tailors, dressmakers, and sewers","Production, Transportation, and Material Moving",Production,42018,12251,29767,70.8,22621,27459.0,21759.0,79.24177865180815
2013,"Crushing, grinding, polishing, mixing, and blending workers","Production, Transportation, and Material Moving",Production,70478,63515,6963,9.9,36849,37709.0,32032.0,84.94523853721924
2013,Cutting workers,"Production, Transportation, and Material Moving",Production,49849,40036,9813,19.7,29415,31113.0,21516.0,69.15437277022467
2013,"Inspectors, testers, sorters, samplers, and weighers","Production, Transportation, and Material Moving",Production,623203,397579,225624,36.2,38673,43551.0,31043.0,71.2796491469771
2013,Jewelers and precious stone and metal workers,"Production, Transportation, and Material Moving",Production,26929,18880,8049,29.9,33334,36494.0,24657.0,67.56453115580643
2013,"Medical, dental, and ophthalmic laboratory technicians","Production, Transportation, and Material Moving",Production,64031,34102,29929,46.7,33779,37346.0,30704.0,82.2149627804852
2013,Packaging and filling machine operators and tenders,"Production, Transportation, and Material Moving",Production,198721,92772,105949,53.3,25434,28528.0,22809.0,79.95302860347728
2013,Painting workers,"Production, Transportation, and Material Moving",Production,101860,91461,10399,10.2,32285,33422.0,28032.0,83.87289809107773
2013,Photographic process workers and processing machine operators,"Production, Transportation, and Material Moving",Production,25840,14124,11716,45.3,26166,31888.0,21348.0,66.94681384846965
2013,Supervisors of transportation and material moving workers,"Production, Transportation, and Material Moving",Transportation,185456,156031,29425,15.9,50107,51339.0,40904.0,79.67432166579013
2013,Flight attendants,"Production, Transportation, and Material Moving",Transportation,43455,10842,32613,75.1,42687,51594.0,41168.0,79.79222390200411
2013,Bus drivers,"Production, Transportation, and Material Moving",Transportation,275991,174830,101161,36.7,32725,37569.0,27180.0,72.34688173760281
2013,Driver/sales workers and truck drivers,"Production, Transportation, and Material Moving",Transportation,2472147,2365886,106261,4.3,40588,40865.0,27657.0,67.67894286063868
2013,Taxi drivers and chauffeurs,"Production, Transportation, and Material Moving",Transportation,196209,175350,20859,10.6,26200,26763.0,21521.0,80.41325710869484
2013,Automotive and watercraft service attendants,"Production, Transportation, and Material Moving",Transportation,67748,55406,12342,18.2,22312,22729.0,20516.0,90.2635399709622
2013,Industrial truck and tractor operators,"Production, Transportation, and Material Moving",Material Moving,428059,399291,28768,6.7,31000,31002.0,30981.0,99.93226243468165
2013,Cleaners of vehicles and equipment,"Production, Transportation, and Material Moving",Material Moving,197864,171164,26700,13.5,23751,23605.0,24793.0,105.0328320271129
2013,"Laborers and freight, stock, and material movers, hand","Production, Transportation, and Material Moving",Material Moving,1211599,1009313,202286,16.7,29722,30531.0,24953.0,81.73004487242474
2013,Machine feeders and offbearers,"Production, Transportation, and Material Moving",Material Moving,21230,14507,6723,31.7,25667,30290.0,21911.0,72.3374050841862
2013,"Packers and packagers, hand","Production, Transportation, and Material Moving",Material Moving,273503,123631,149872,54.8,21661,22711.0,20876.0,91.92021487384967
2014,Chief executives,"Management, Business, and Financial",Management,1013853,774838,239015,23.6,122136,130830.0,101174.0,77.33241611251242
2014,General and operations managers,"Management, Business, and Financial",Management,761445,545655,215790,28.3,67100,74888.0,53539.0,71.49209486166008
2014,Legislators,"Management, Business, and Financial",Management,14365,8413,5952,41.4,71632,76794.0,70059.0,91.22978357684194
2014,Advertising and promotions managers,"Management, Business, and Financial",Management,44209,20591,23618,53.4,61097,75638.0,52378.0,69.24826145588196
2014,Marketing and sales managers,"Management, Business, and Financial",Management,760335,434308,326027,42.9,80973,97067.0,65229.0,67.19997527481019
2014,Public relations and fundraising managers,"Management, Business, and Financial",Management,50604,17962,32642,64.5,76796,91993.0,70227.0,76.3395040927027
2014,Administrative services managers,"Management, Business, and Financial",Management,122275,78429,43846,35.9,64620,71025.0,54308.0,76.46321717705034
2014,Computer and information systems managers,"Management, Business, and Financial",Management,501450,364546,136904,27.3,100247,101957.0,88946.0,87.2387378993105
2014,Financial managers,"Management, Business, and Financial",Management,1015563,485108,530455,52.2,72464,94742.0,60512.0,63.870300394756285
2014,Human resources managers,"Management, Business, and Financial",Management,332171,131578,200593,60.4,70814,77259.0,66608.0,86.2139038817484
2014,Training and development managers,"Management, Business, and Financial",Management,42441,21790,20651,48.7,75739,81439.0,69605.0,85.46887854713344
2014,Industrial production managers,"Management, Business, and Financial",Management,222929,178832,44097,19.8,74546,76623.0,65474.0,85.44953865027473
2014,Purchasing managers,"Management, Business, and Financial",Management,174227,94380,79847,45.8,74537,81163.0,65221.0,80.3580449219472
2014,"Transportation, storage, and distribution managers","Management, Business, and Financial",Management,197645,162291,35354,17.9,51790,51532.0,55211.0,107.13925327951564
2014,"Farmers, ranchers, and other agricultural managers","Management, Business, and Financial",Management,476355,428794,47561,10.0,41416,41984.0,30726.0,73.18502286585365
2014,Construction managers,"Management, Business, and Financial",Management,491817,460265,31552,6.4,70037,70391.0,60483.0,85.9243369180719
2014,Education administrators,"Management, Business, and Financial",Management,722529,262082,460447,63.7,68868,79569.0,62001.0,77.9210496550164
2014,Architectural and engineering managers,"Management, Business, and Financial",Management,139986,127411,12575,9.0,124703,125512.0,120158.0,95.734272420167
2014,Food service managers,"Management, Business, and Financial",Management,775402,423081,352321,45.4,36471,41587.0,31092.0,74.76374828672422
2014,Gaming managers,"Management, Business, and Financial",Management,14326,9074,5252,36.7,53478,55969.0,50369.0,89.9944612196037
2014,Lodging managers,"Management, Business, and Financial",Management,99057,51022,48035,48.5,43446,50487.0,39723.0,78.6796601105235
2014,Medical and health services managers,"Management, Business, and Financial",Management,564606,168025,396581,70.2,71440,85292.0,66115.0,77.51606246775782
2014,Natural sciences managers,"Management, Business, and Financial",Management,15569,8745,6824,43.8,80292,101115.0,71535.0,70.74618009197448
2014,Postmasters and mail superintendents,"Management, Business, and Financial",Management,24028,10550,13478,56.1,69105,75273.0,63780.0,84.73157705950341
2014,"Property, real estate, and community association managers","Management, Business, and Financial",Management,436425,214284,222141,50.9,50395,60819.0,44159.0,72.60724444663674
2014,Social and community service managers,"Management, Business, and Financial",Management,281769,93870,187899,66.7,53263,60158.0,51343.0,85.34691977791815
2014,"Managers, all other","Management, Business, and Financial",Management,3571939,2379728,1192211,33.4,75766,81484.0,63700.0,78.17485641352904
2014,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",Business and Financial Operations,27459,15621,11838,43.1,54283,60818.0,50170.0,82.49202538722089
2014,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",Business and Financial Operations,136489,67668,68821,50.4,42159,42033.0,42271.0,100.5662217781267
2014,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",Business and Financial Operations,251774,123335,128439,51.0,52529,58713.0,49852.0,84.90794202306134
2014,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",Business and Financial Operations,267839,109789,158050,59.0,51001,57748.0,46759.0,80.97076955046062
2014,Compliance officers,"Management, Business, and Financial",Business and Financial Operations,188361,91085,97276,51.6,65105,70067.0,61418.0,87.65610058943582
2014,Cost estimators,"Management, Business, and Financial",Business and Financial Operations,115808,103325,12483,10.8,61037,61776.0,50332.0,81.47500647500647
2014,Human resources workers,"Management, Business, and Financial",Business and Financial Operations,625092,172605,452487,72.4,54089,62362.0,51655.0,82.83089060645906
2014,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",Business and Financial Operations,42428,8853,33575,79.1,50075,62739.0,47450.0,75.63078786719585
2014,Training and development specialists,"Management, Business, and Financial",Business and Financial Operations,104051,43450,60601,58.2,54215,61958.0,49533.0,79.94609251428388
2014,Logisticians,"Management, Business, and Financial",Business and Financial Operations,100957,63832,37125,36.8,51574,54775.0,47353.0,86.45002282062984
2014,Management analysts,"Management, Business, and Financial",Business and Financial Operations,587570,344850,242720,41.3,80535,89368.0,72260.0,80.85668248142512
2014,"Meeting, convention, and event planners","Management, Business, and Financial",Business and Financial Operations,82089,20356,61733,75.2,47698,50086.0,47205.0,94.24789362296848
2014,Fundraisers,"Management, Business, and Financial",Business and Financial Operations,70528,20451,50077,71.0,60078,63150.0,57571.0,91.1654790182106
2014,Market research analysts and marketing specialists,"Management, Business, and Financial",Business and Financial Operations,230827,102742,128085,55.5,66945,79902.0,60798.0,76.09071112112338
2014,"Business operations specialists, all other","Management, Business, and Financial",Business and Financial Operations,234988,105222,129766,55.2,57650,66402.0,51754.0,77.94042348122045
2014,Accountants and auditors,"Management, Business, and Financial",Business and Financial Operations,1562860,641601,921259,58.9,60970,71611.0,54676.0,76.35139852815908
2014,Appraisers and assessors of real estate,"Management, Business, and Financial",Business and Financial Operations,69205,48033,21172,30.6,52387,60032.0,45696.0,76.11940298507463
2014,Budget analysts,"Management, Business, and Financial",Business and Financial Operations,42931,15702,27229,63.4,73617,81622.0,67367.0,82.53534586263508
2014,Credit analysts,"Management, Business, and Financial",Business and Financial Operations,26676,12241,14435,54.1,51701,56119.0,47764.0,85.11199415527719
2014,Financial analysts,"Management, Business, and Financial",Business and Financial Operations,180971,107860,73111,40.4,78843,84758.0,73685.0,86.93574647820854
2014,Personal financial advisors,"Management, Business, and Financial",Business and Financial Operations,312232,216545,95687,30.6,83154,100564.0,63432.0,63.07624995028041
2014,Insurance underwriters,"Management, Business, and Financial",Business and Financial Operations,99576,32369,67207,67.5,59253,71090.0,55763.0,78.44000562667041
2014,Credit counselors and loan officers,"Management, Business, and Financial",Business and Financial Operations,270825,123437,147388,54.4,55515,71012.0,46834.0,65.95223342533656
2014,"Tax examiners and collectors, and revenue agents","Management, Business, and Financial",Business and Financial Operations,50454,18782,31672,62.8,51944,63606.0,47747.0,75.0668175958243
2014,Tax preparers,"Management, Business, and Financial",Business and Financial Operations,52982,24476,28506,53.8,52451,56832.0,50927.0,89.60972691441441
2014,"Financial specialists, all other","Management, Business, and Financial",Business and Financial Operations,54692,26082,28610,52.3,61982,91705.0,49220.0,53.6721007578649
2014,Computer systems analysts,"Computer, Engineering, and Science",Computer and mathematical,473960,302291,171669,36.2,76506,81294.0,69406.0,85.37653455359559
2014,Information security analysts,"Computer, Engineering, and Science",Computer and mathematical,53003,42352,10651,20.1,86632,90671.0,75779.0,83.57578498086488
2014,Computer programmers,"Computer, Engineering, and Science",Computer and mathematical,374346,297722,76624,20.5,81928,82951.0,77830.0,93.8264758712975
2014,"Software developers, applications and systems software","Computer, Engineering, and Science",Computer and mathematical,979815,792074,187741,19.2,95739,99519.0,85287.0,85.69921321556687
2014,Web developers,"Computer, Engineering, and Science",Computer and mathematical,145465,97577,47888,32.9,61023,65007.0,53650.0,82.5295737382128
2014,Computer support specialists,"Computer, Engineering, and Science",Computer and mathematical,470915,349868,121047,25.7,52551,53807.0,50956.0,94.70143289906515
2014,Database administrators,"Computer, Engineering, and Science",Computer and mathematical,102296,65627,36669,35.8,77455,86854.0,56890.0,65.50072535519378
2014,Network and computer systems administrators,"Computer, Engineering, and Science",Computer and mathematical,183110,150346,32764,17.9,69647,70533.0,64094.0,90.87093984376108
2014,Computer network architects,"Computer, Engineering, and Science",Computer and mathematical,97510,88248,9262,9.5,92623,94255.0,86560.0,91.83597687125352
2014,"Computer , all other","Computer, Engineering, and Science",Computer and mathematical,476615,368819,107796,22.6,68159,68787.0,67019.0,97.42974689985029
2014,Actuaries,"Computer, Engineering, and Science",Computer and mathematical,26071,16914,9157,35.1,101355,105153.0,100158.0,95.24977889361216
2014,Operations research analysts,"Computer, Engineering, and Science",Computer and mathematical,122903,66552,56351,45.8,77416,82373.0,71696.0,87.03822854576136
2014,Statisticians,"Computer, Engineering, and Science",Computer and mathematical,32115,17054,15061,46.9,83461,87419.0,80913.0,92.5576819684508
2014,"Architects, except naval","Computer, Engineering, and Science",Architecture and Engineering,141773,109020,32753,23.1,74630,79542.0,63215.0,79.47373714515602
2014,Aerospace engineers,"Computer, Engineering, and Science",Architecture and Engineering,108106,94450,13656,12.6,100551,101474.0,85045.0,83.80964582060429
2014,Chemical engineers,"Computer, Engineering, and Science",Architecture and Engineering,50207,42425,7782,15.5,98259,100275.0,87309.0,87.06955871353777
2014,Civil engineers,"Computer, Engineering, and Science",Architecture and Engineering,263869,231947,31922,12.1,81639,82405.0,72899.0,88.46429221527819
2014,Computer hardware engineers,"Computer, Engineering, and Science",Architecture and Engineering,48738,40015,8723,17.9,92845,98302.0,85309.0,86.78256800472015
2014,Electrical and electronics engineers,"Computer, Engineering, and Science",Architecture and Engineering,189028,172016,17012,9.0,92224,93711.0,82691.0,88.24044135693782
2014,Environmental engineers,"Computer, Engineering, and Science",Architecture and Engineering,23435,17469,5966,25.5,83190,85840.0,80798.0,94.12628145386766
2014,"Industrial engineers, including health and safety","Computer, Engineering, and Science",Architecture and Engineering,160051,130663,29388,18.4,78029,79476.0,72469.0,91.18350193769189
2014,Mechanical engineers,"Computer, Engineering, and Science",Architecture and Engineering,220593,204412,16181,7.3,80674,80890.0,76532.0,94.6124366423538
2014,"Engineers, all other","Computer, Engineering, and Science",Architecture and Engineering,446166,389678,56488,12.7,90963,91811.0,80959.0,88.18006556948514
2014,Drafters,"Computer, Engineering, and Science",Architecture and Engineering,124795,102986,21809,17.5,51324,52440.0,43037.0,82.06903127383677
2014,"Engineering technicians, except drafters","Computer, Engineering, and Science",Architecture and Engineering,344546,284353,60193,17.5,52925,55961.0,41755.0,74.61446364432372
2014,Agricultural and food scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",17148,11511,5637,32.9,63076,66204.0,56742.0,85.70781221678449
2014,Biological scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",57529,29504,28025,48.7,62045,62296.0,61723.0,99.0801977655066
2014,Medical scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",114987,55413,59574,51.8,71874,79409.0,70170.0,88.36529864373055
2014,Chemists and materials scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",75390,48305,27085,35.9,68111,71203.0,64146.0,90.08890074856396
2014,Environmental scientists and geoscientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",61131,43304,17827,29.2,74949,80066.0,64967.0,81.14180800839308
2014,"Physical scientists, all other","Computer, Engineering, and Science","Life, Physical, and Social Science",171195,102042,69153,40.4,72973,81838.0,62530.0,76.40704807057847
2014,Economists,"Computer, Engineering, and Science","Life, Physical, and Social Science",19978,13224,6754,33.8,110548,120249.0,97869.0,81.38861861637103
2014,Psychologists,"Computer, Engineering, and Science","Life, Physical, and Social Science",115413,38825,76588,66.4,70415,82152.0,63914.0,77.79968838251047
2014,Urban and regional planners,"Computer, Engineering, and Science","Life, Physical, and Social Science",19217,11650,7567,39.4,71496,76563.0,58594.0,76.53043898488826
2014,"Miscellaneous social scientists and related workers, including sociologists","Computer, Engineering, and Science","Life, Physical, and Social Science",37644,18711,18933,50.3,53839,59402.0,49466.0,83.27329046160062
2014,Agricultural and food science technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",30884,20341,10543,34.1,45171,45592.0,43189.0,94.72933848043516
2014,Biological technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",18297,10874,7423,40.6,47322,51206.0,43010.0,83.99406319571925
2014,Chemical technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",59973,40817,19156,31.9,51100,55310.0,46166.0,83.46772735490869
2014,"Miscellaneous life, physical, and social science technicians","Computer, Engineering, and Science","Life, Physical, and Social Science",134477,73486,60991,45.4,42097,45391.0,40335.0,88.86122799673944
2014,Counselors,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,499447,151784,347663,69.6,43086,42943.0,43144.0,100.46806231516196
2014,Social workers,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,662207,133598,528609,79.8,42403,44262.0,42201.0,95.34363562423748
2014,Probation officers and correctional treatment specialists,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,85020,38805,46215,54.4,47695,48441.0,46867.0,96.75068640201482
2014,Social and human service assistants,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,132261,29857,102404,77.4,35827,39091.0,35331.0,90.3814177176332
2014,"Miscellaneous community and social service specialists, including health educators and community health workers","Education, Legal, Community Service, Arts, and Media",Community and Social Service,72471,25385,47086,65.0,40924,45046.0,39779.0,88.30750788083293
